pm25,pm10,no2,o3,so2,co,temp,rhum,wspd,pres,coco,pm25_AQI,pm10_AQI,no2_AQI,o3_AQI,so2_AQI,overall_AQI
48.18,176.407,58.49375,35.966667,12.191,1086.5167,24.5,75.0,0.0,1006.9,1.0,4.0,6.0,2.0,1.0,1.0,6.0
67.03741,217.75592,67.747856,31.53,14.611818,1382.874,24.1,81.0,3.7,1006.8,1.0,5.0,6.0,2.0,1.0,1.0,6.0
72.57341,221.11174,66.897385,29.637121,16.09989,1503.4849,23.6,83.0,3.7,1006.6,1.0,5.0,6.0,2.0,1.0,1.0,6.0
75.43166,218.30927,53.830486,28.53391,14.6605,1424.036,22.7,82.0,0.0,1007.2,1.0,1.0,6.0,2.0,1.0,1.0,6.0
71.75072,217.34,60.704285,24.999332,13.461,1516.6666,23.0,81.0,0.0,1006.9,1.0,5.0,6.0,2.0,1.0,1.0,6.0
73.78833,190.50874,43.697144,19.781876,2.6,1366.25,22.7,81.0,0.0,1007.0,1.0,5.0,6.0,2.0,1.0,1.0,6.0
83.0,193.71474,42.56988,41.280693,16.23652,1115.7001,22.1,85.0,3.6,1007.3,1.0,6.0,6.0,2.0,1.0,1.0,6.0
94.0,194.23526,42.613438,41.41598,10.6,1000.0,23.3,77.0,1.8,1007.7,1.0,6.0,6.0,2.0,1.0,1.0,6.0
86.43678,192.3657,36.96771,15.883449,11.292778,931.1783,23.3,78.0,3.6,1009.0,5.0,6.0,6.0,1.0,1.0,1.0,6.0
87.055,190.33875,43.979168,16.9876,11.16421,1067.5,25.7,69.0,7.6,1008.1,5.0,6.0,6.0,2.0,1.0,1.0,6.0
78.81461,183.74834,34.640907,16.69,6.5316668,1135.8334,29.3,55.0,7.6,1009.0,5.0,6.0,6.0,1.0,1.0,1.0,6.0
84.1446,193.1754,38.986,23.499615,11.872,881.8217,32.3,55.0,7.6,1008.0,5.0,6.0,6.0,1.0,1.0,1.0,6.0
76.21923,184.75417,39.381668,17.656155,16.25,1059.3231,34.5,46.0,11.2,1006.7,5.0,6.0,6.0,1.0,1.0,1.0,6.0
79.04839,208.28554,41.107143,17.85569,12.436087,991.5,35.3,41.0,13.0,1007.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
85.19765,227.84605,42.340153,33.990143,16.377777,1021.0094,36.3,37.0,11.2,1006.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
95.103,251.33934,38.821724,72.19435,15.78125,1045.53,36.3,41.0,13.0,1003.9,5.0,6.0,6.0,1.0,2.0,1.0,6.0
89.943,252.068,35.717857,89.59381,17.114,895.2381,35.6,42.0,11.1,1003.9,1.0,6.0,6.0,1.0,2.0,1.0,6.0
81.935555,230.32674,29.094637,87.48513,13.305278,829.81305,35.3,44.0,11.0,1005.0,5.0,6.0,6.0,1.0,2.0,1.0,6.0
68.01821,236.9125,23.374643,85.78714,10.91,866.53845,34.5,44.0,9.4,1003.7,5.0,5.0,6.0,1.0,2.0,1.0,6.0
45.0,199.87166,43.260693,42.723606,16.360855,1132.832,32.3,52.0,3.6,1005.0,5.0,4.0,6.0,2.0,1.0,1.0,6.0
34.0,199.87166,43.260693,42.723606,16.360855,1132.832,29.8,59.0,1.8,1005.1,1.0,4.0,6.0,2.0,1.0,1.0,6.0
34.0,199.87166,43.260693,42.723606,16.301788,1132.832,26.7,66.0,0.0,1005.8,1.0,4.0,6.0,2.0,1.0,1.0,6.0
39.0,201.02977,43.506756,42.481236,16.375427,1139.6593,26.0,69.0,0.0,1006.1,1.0,4.0,6.0,2.0,1.0,1.0,6.0
35.0,201.02977,43.506756,42.481236,16.375427,1139.6593,25.4,72.0,1.8,1006.4,1.0,4.0,6.0,2.0,1.0,1.0,6.0
30.0,201.35895,42.675316,42.88684,16.361074,1128.3304,23.9,79.0,0.0,1006.7,1.0,4.0,6.0,2.0,1.0,1.0,6.0
53.0,239.5,70.15,4.85,17.25,2100.0,24.1,79.0,1.8,1006.5,1.0,5.0,6.0,2.0,1.0,1.0,6.0
70.241875,223.82133,74.15625,14.098824,12.909062,1661.25,23.5,82.0,1.8,1006.4,1.0,5.0,6.0,2.0,1.0,1.0,6.0
69.27468,235.41936,66.58625,16.45,14.8224,1659.4066,23.1,84.0,0.0,1006.9,1.0,5.0,6.0,2.0,1.0,1.0,6.0
64.83,200.8843,53.67857,14.566667,15.373636,1719.2858,22.8,84.0,0.0,1007.0,1.0,5.0,6.0,2.0,1.0,1.0,6.0
70.56118,222.40688,68.2465,14.861579,14.802667,1635.8823,22.4,85.0,0.0,1007.0,1.0,5.0,6.0,2.0,1.0,1.0,6.0
70.634285,197.67667,59.324,9.331111,16.485508,1413.3334,21.1,91.0,0.0,1007.1,1.0,5.0,6.0,2.0,1.0,1.0,6.0
77.93588,198.29118,56.282223,18.897858,13.210556,1110.6,21.3,83.0,6.0,1008.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
75.90674,184.99773,48.04286,16.717,38.80857,1206.2646,23.3,73.0,5.4,1009.0,5.0,1.0,6.0,2.0,1.0,1.0,6.0
76.72173,179.2827,46.683334,17.451853,12.96,1202.1417,26.1,67.0,11.2,1008.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
88.58158,189.71263,48.669445,11.846666,15.918667,926.97894,28.3,58.0,11.2,1009.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
81.516426,184.45,48.5925,12.721539,8.125714,1086.6666,31.3,52.0,9.4,1009.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
78.0,198.43427,44.012108,41.850674,16.833618,1120.7584,34.1,48.0,7.6,1007.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
75.0,198.43427,44.012108,41.850674,16.833618,500.0,35.3,39.0,9.4,1008.0,5.0,5.0,6.0,2.0,1.0,1.0,6.0
96.14429,247.12321,47.49077,33.76433,18.58247,1069.512,36.3,37.0,11.2,1007.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
90.45529,239.74774,50.130104,39.634167,23.543,1226.3541,37.5,38.0,14.8,1005.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
98.6,185.96,51.325,46.16,32.21,2630.0,37.3,37.0,9.4,1006.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
93.475555,251.59518,31.8792,105.99,21.14762,820.828,36.3,42.0,11.2,1006.0,5.0,6.0,6.0,1.0,3.0,1.0,6.0
52.0,200.24294,44.767845,42.589394,17.216883,1147.8536,34.9,44.0,9.4,1004.3,5.0,5.0,6.0,2.0,1.0,1.0,6.0
52.0,200.87704,25.615,61.735,20.03,1154.3313,34.3,46.0,5.4,1006.0,5.0,5.0,6.0,1.0,2.0,1.0,6.0
116.361664,151.35533,24.9325,76.544685,14.523182,906.0,29.9,60.0,1.8,1005.9,1.0,6.0,6.0,1.0,2.0,1.0,6.0
40.0,201.53549,45.17397,41.544693,17.387068,1164.3962,27.1,69.0,0.0,1006.9,1.0,4.0,6.0,2.0,1.0,1.0,6.0
42.0,202.09848,45.580376,41.15611,17.126,1164.3962,26.3,72.0,0.0,1007.1,1.0,4.0,6.0,2.0,1.0,1.0,6.0
33.721428,156.88142,47.726875,53.11625,11.234285,758.5714,25.6,76.0,0.0,1007.3,1.0,4.0,6.0,2.0,2.0,1.0,6.0
48.61844,164.01593,54.92706,41.629166,50.93846,1156.875,23.7,81.0,0.0,1007.7,1.0,4.0,6.0,2.0,1.0,1.0,6.0
53.029613,190.43541,51.148335,39.8,14.315,1053.6364,24.2,82.0,0.0,1007.5,1.0,5.0,6.0,2.0,1.0,1.0,6.0
81.81529,245.495,67.90375,15.785882,15.773077,2256.25,23.7,84.0,0.0,1007.4,1.0,6.0,6.0,2.0,1.0,1.0,6.0
96.77333,321.82,96.79,16.623333,24.96,1405.0,22.3,86.0,0.0,1007.9,1.0,6.0,6.0,3.0,1.0,1.0,6.0
91.41267,251.08867,66.698,14.0775,17.99423,2508.293,22.0,86.0,0.0,1008.1,1.0,6.0,6.0,2.0,1.0,1.0,6.0
88.88323,223.245,65.08676,15.745,18.837917,1989.0625,21.8,87.0,0.0,1008.3,1.0,6.0,6.0,2.0,1.0,1.0,6.0
95.736664,230.28166,59.060555,14.238334,20.796923,1792.7778,21.5,89.0,0.0,1008.7,1.0,6.0,6.0,2.0,1.0,1.0,6.0
84.09286,173.96834,57.19,13.321428,19.2825,1150.0,22.6,81.0,1.8,1009.1,1.0,6.0,6.0,2.0,1.0,1.0,6.0
97.827774,211.8689,43.136665,17.51,54.489,1408.5714,24.3,74.0,5.4,1011.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
115.49231,225.36327,48.582565,13.338333,18.221212,1313.3308,25.7,72.0,3.6,1010.4,5.0,6.0,6.0,2.0,1.0,1.0,6.0
105.81088,216.00568,44.994373,10.327353,15.210741,1211.3215,27.8,60.0,5.5,1010.0,1.0,6.0,6.0,2.0,1.0,1.0,6.0
116.43802,225.544,46.62677,13.739798,16.55463,1258.0409,32.3,52.0,7.6,1011.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
107.01275,223.45067,48.32016,13.2225,16.222813,1335.8334,34.1,49.0,3.6,1009.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
105.50431,224.61295,52.315277,17.206316,16.77077,1266.5686,36.3,44.0,13.0,1009.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
131.23859,280.28094,50.842525,17.961666,17.285,1124.8441,37.3,42.0,9.4,1009.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
119.465,347.3,26.02,30.41,19.030624,720.0,37.1,42.0,7.6,1006.7,5.0,6.0,6.0,1.0,1.0,1.0,6.0
85.0,206.12424,47.891926,38.065315,19.030624,1213.2867,36.3,42.0,16.6,1008.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
68.79375,241.5025,36.285557,118.80666,17.50875,998.75,36.3,36.0,4.0,1008.0,5.0,5.0,6.0,1.0,3.0,1.0,6.0
107.347275,231.615,28.522,82.903,26.026667,898.8889,36.1,39.0,3.6,1005.9,5.0,6.0,6.0,1.0,2.0,1.0,6.0
84.0,201.66667,23.993334,113.66,28.4325,1900.0,34.3,44.0,0.0,1008.0,5.0,6.0,6.0,1.0,3.0,1.0,6.0
73.898575,197.59,25.343077,88.18643,12.505714,593.5714,29.8,60.0,0.0,1007.7,1.0,5.0,6.0,1.0,2.0,1.0,6.0
58.339375,175.10374,35.217335,94.085884,13.570625,728.2353,27.3,72.0,0.0,1008.5,1.0,5.0,6.0,1.0,2.0,1.0,6.0
57.11,168.22357,43.233124,55.5575,29.581667,553.5714,26.4,76.0,0.0,1008.8,1.0,5.0,6.0,2.0,2.0,1.0,6.0
46.4318,154.9334,42.891,60.589943,12.6285,777.7154,25.6,79.0,0.0,1009.1,1.0,4.0,6.0,2.0,2.0,1.0,6.0
49.404285,152.74333,47.876667,33.227142,18.02,560.0,24.3,79.0,0.0,1009.7,1.0,4.0,6.0,2.0,1.0,1.0,6.0
86.36,271.91742,81.5564,17.216429,16.57,1967.0814,24.1,85.0,0.0,1009.2,1.0,6.0,6.0,2.0,1.0,1.0,6.0
89.0,208.4504,73.83,27.6,20.57,1216.2834,23.6,87.0,0.0,1009.1,1.0,6.0,6.0,2.0,1.0,1.0,6.0
84.16353,235.36882,68.45556,25.164211,16.518333,1625.0,23.1,82.0,0.0,1009.7,1.0,6.0,6.0,2.0,1.0,1.0,6.0
88.922066,219.84428,62.58857,22.137667,15.735,1439.325,22.4,87.0,0.0,1009.5,1.0,6.0,6.0,2.0,1.0,1.0,6.0
86.6671,206.64812,56.23826,21.876934,14.74,1353.5605,22.1,87.0,0.0,1009.6,1.0,6.0,6.0,2.0,1.0,1.0,6.0
96.5408,218.44,50.30521,24.158333,16.841667,1111.24,21.9,91.0,0.0,1009.4,1.0,6.0,6.0,2.0,1.0,1.0,6.0
92.91323,224.89574,48.080784,44.89219,15.024167,1067.7451,22.7,83.0,1.8,1010.2,1.0,6.0,6.0,2.0,1.0,1.0,6.0
88.726875,207.33324,37.66021,18.13441,53.73106,982.8125,22.3,88.0,0.0,1011.0,5.0,6.0,6.0,1.0,1.0,1.0,6.0
83.316666,185.77182,49.637,14.86,6.92,1083.6364,25.9,74.0,5.4,1010.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
62.0,209.30598,44.77,22.61,23.13,1195.7284,29.3,62.0,5.4,1012.0,5.0,5.0,6.0,2.0,1.0,1.0,6.0
79.199,175.653,50.024,17.539091,13.82,1139.091,32.3,55.0,5.4,1012.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
78.55,173.855,42.085,11.845,17.917936,975.0,34.3,50.0,5.4,1010.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
83.0,208.40854,47.547077,39.83034,17.917936,1192.1725,35.3,44.0,5.4,1010.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
95.0,208.40854,47.547077,39.19197,17.917936,1192.1725,36.3,42.0,7.6,1009.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
81.935,230.94,25.0,62.76,8.54,480.0,36.7,39.0,5.4,1007.0,5.0,6.0,6.0,1.0,2.0,1.0,6.0
115.226364,300.05182,65.909164,64.07616,25.794546,1373.6364,37.3,39.0,9.4,1008.0,5.0,6.0,6.0,2.0,2.0,1.0,6.0
112.96,290.784,39.418,65.458,17.530382,836.0,36.3,39.0,9.4,1008.0,5.0,6.0,6.0,1.0,2.0,1.0,6.0
107.0,211.08667,28.14,83.38,23.3,1190.7616,33.9,48.0,3.6,1006.6,5.0,6.0,6.0,1.0,2.0,1.0,6.0
75.179375,191.89906,31.18147,84.285,16.081818,838.4375,32.3,55.0,3.6,1008.0,5.0,1.0,6.0,1.0,2.0,1.0,6.0
76.362854,175.87,35.27667,71.36375,20.0,1078.5714,29.6,62.0,1.8,1008.0,1.0,6.0,6.0,1.0,2.0,1.0,6.0
55.397,182.27777,30.660555,76.205,10.358889,782.0,27.7,68.0,0.0,1008.1,1.0,5.0,6.0,1.0,2.0,1.0,6.0
58.700417,160.09,29.332273,70.354546,12.538,785.4545,26.8,72.0,0.0,1008.4,1.0,5.0,6.0,1.0,2.0,1.0,6.0
57.340908,169.44273,58.758335,54.603077,14.068636,1101.8182,25.8,77.0,0.0,1008.8,1.0,5.0,6.0,2.0,2.0,1.0,6.0
56.95,179.25755,68.02364,33.391205,14.228637,1202.1569,23.9,81.0,0.0,1008.8,1.0,5.0,6.0,2.0,1.0,1.0,6.0
88.0,257.5,83.56333,17.185,20.125,2324.0,24.3,83.0,0.0,1009.0,1.0,6.0,6.0,2.0,1.0,1.0,6.0
62.060833,213.51833,70.88,24.096666,10.058,1344.5454,23.7,85.0,0.0,1009.0,1.0,5.0,6.0,2.0,1.0,1.0,6.0
79.0,213.30171,48.388657,38.206173,17.89169,1209.0068,22.7,84.0,0.0,1009.2,1.0,6.0,6.0,2.0,1.0,1.0,6.0
75.0,213.24713,48.230762,38.375492,17.950764,1204.9587,22.7,86.0,0.0,1009.0,1.0,5.0,6.0,2.0,1.0,1.0,6.0
71.0,213.55862,48.28964,38.616966,18.158207,1202.8081,22.3,87.0,0.0,1009.4,1.0,5.0,6.0,2.0,1.0,1.0,6.0
69.774445,171.62,54.93028,19.864166,17.757273,1324.0,21.9,89.0,0.0,1010.2,1.0,5.0,6.0,2.0,1.0,1.0,6.0
77.14755,184.78769,55.105877,36.692223,14.991154,1265.3922,22.8,85.0,0.0,1010.5,1.0,6.0,6.0,2.0,1.0,1.0,6.0
79.40459,183.63077,41.213463,15.392143,141.40143,1085.0,22.3,83.0,0.0,1011.1,1.0,6.0,6.0,2.0,1.0,2.0,6.0
77.562355,158.855,53.37611,15.162632,14.696667,1047.2222,25.3,74.0,3.6,1011.3,1.0,6.0,6.0,2.0,1.0,1.0,6.0
78.0,212.46243,48.812054,38.60329,20.175205,1210.6362,28.3,66.0,0.0,1011.1,1.0,6.0,6.0,2.0,1.0,1.0,6.0
84.9925,183.886,50.595715,10.765715,19.263334,1157.5,31.3,59.0,0.0,1012.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
90.40794,194.81694,52.363235,10.6705265,13.25875,1267.6471,33.3,56.0,0.0,1010.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
80.0,212.53024,49.231487,38.616642,20.341496,1220.1381,35.3,53.0,3.6,1010.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
88.0,212.31752,49.322163,38.677517,20.396547,1222.8658,36.3,50.0,3.6,1009.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
96.0,273.0,33.3,7.3,32.3,1225.3289,36.3,42.0,5.4,1007.4,5.0,6.0,6.0,1.0,1.0,1.0,6.0
104.626366,265.31363,76.70545,70.80462,32.90818,1239.091,36.3,42.0,5.4,1008.0,5.0,6.0,6.0,2.0,2.0,1.0,6.0
125.221,286.2515,48.215,57.9545,47.9475,1290.0,35.3,39.0,0.0,1008.0,5.0,6.0,6.0,2.0,2.0,1.0,6.0
104.0,213.25043,28.5,95.06,20.0,920.0,33.9,48.0,0.0,1006.3,5.0,6.0,6.0,1.0,2.0,1.0,6.0
81.21364,227.16,34.286346,109.81771,16.55625,704.44446,32.3,52.0,3.6,1008.0,5.0,6.0,6.0,1.0,3.0,1.0,6.0
76.82519,202.52797,24.55,92.16588,16.54107,786.7647,29.4,64.0,0.0,1008.2,1.0,6.0,6.0,1.0,2.0,1.0,6.0
69.301,175.493,25.214,88.67025,15.639,702.6316,28.5,63.0,0.0,1008.9,1.0,5.0,6.0,1.0,2.0,1.0,6.0
58.595833,160.345,31.93579,76.63208,16.773691,858.4211,27.3,67.0,0.0,1009.0,1.0,5.0,6.0,1.0,2.0,1.0,6.0
56.509724,156.64139,46.181946,50.734737,15.970769,872.1875,26.1,72.0,0.0,1009.2,1.0,5.0,6.0,2.0,1.0,1.0,6.0
57.228237,173.87059,65.24765,28.717058,14.986667,1298.2354,25.5,75.0,0.0,1008.5,1.0,5.0,6.0,2.0,1.0,1.0,6.0
79.588,214.7025,121.425,12.582,16.33,2053.3333,24.4,79.0,1.8,1009.1,1.0,6.0,6.0,4.0,1.0,1.0,6.0
85.00923,275.40155,67.19308,18.317692,14.9275,1559.1666,23.8,81.0,1.8,1008.9,1.0,6.0,6.0,2.0,1.0,1.0,6.0
90.456665,245.8577,73.53964,27.310715,17.260357,1393.8462,23.9,83.0,0.0,1008.4,1.0,6.0,6.0,2.0,1.0,1.0,6.0
77.76844,206.42781,60.8275,27.250294,16.68,1372.6471,23.5,84.0,0.0,1008.7,1.0,6.0,6.0,2.0,1.0,1.0,6.0
86.0,211.27864,49.700977,40.776806,21.18317,1193.5978,23.1,84.0,0.0,1009.0,1.0,6.0,6.0,2.0,1.0,1.0,6.0
82.28625,198.08875,45.842,22.231,17.923334,1477.1428,22.1,91.0,0.0,1009.1,1.0,6.0,6.0,2.0,1.0,1.0,6.0
84.340294,173.07176,51.031387,14.424737,14.769167,1413.125,23.4,81.0,1.8,1009.7,1.0,6.0,6.0,2.0,1.0,1.0,6.0
85.538925,166.52357,44.32423,13.569285,67.0025,1049.2307,23.3,83.0,3.6,1010.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
82.10109,211.12816,49.458054,41.134354,21.634026,1196.2394,25.3,75.0,0.0,1010.1,5.0,6.0,6.0,2.0,1.0,1.0,6.0
96.0,211.41756,49.468037,41.505085,21.709229,1199.8295,28.3,62.0,3.6,1011.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
111.0,211.78697,49.479263,41.874107,21.89034,1201.3588,32.3,55.0,5.4,1011.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
129.868,234.532,43.248333,31.778334,21.79,1172.0,34.1,51.0,7.6,1009.4,5.0,6.0,6.0,2.0,1.0,1.0,6.0
92.49416,194.06363,48.899,10.693636,9.783334,1278.0,35.3,47.0,9.4,1009.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
114.0,211.37732,49.418217,41.454277,21.773243,1213.2572,35.3,47.0,9.4,1008.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
123.0,210.98868,49.40909,41.47761,21.749645,1213.0778,35.9,40.0,11.2,1006.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
124.0,211.3363,49.38421,41.4168,21.60829,1193.3983,36.3,39.0,13.0,1006.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
113.1225,278.10165,49.04769,109.997696,30.280909,1021.8182,35.3,44.0,7.6,1006.0,5.0,6.0,6.0,2.0,3.0,1.0,6.0
58.333332,198.338,28.662,77.166664,28.07,916.0,33.5,52.0,7.6,1004.9,5.0,5.0,6.0,1.0,2.0,1.0,6.0
100.87945,240.155,28.202778,100.27105,20.290833,801.17645,32.3,55.0,3.6,1006.0,5.0,6.0,6.0,1.0,1.0,1.0,6.0
61.0,212.73778,49.689217,41.977394,21.918303,1190.9156,29.6,63.0,0.0,1006.6,1.0,5.0,6.0,2.0,1.0,1.0,6.0
63.45,163.93333,15.792,83.10167,20.036667,878.0,27.9,68.0,7.6,1005.9,1.0,5.0,6.0,1.0,2.0,1.0,6.0
48.0,212.07826,49.25464,42.50463,21.893215,1186.6871,27.0,71.0,7.4,1006.4,1.0,4.0,6.0,2.0,1.0,1.0,6.0
78.05,164.09,24.33,53.65,22.037254,270.0,26.1,75.0,9.3,1006.8,1.0,6.0,6.0,1.0,2.0,1.0,6.0
67.1,199.01666,86.19312,26.098125,16.977858,1442.8572,26.3,77.0,0.0,1006.7,1.0,5.0,6.0,2.0,1.0,1.0,6.0
73.07861,233.41833,66.655556,19.759474,15.535833,1327.2222,24.6,80.0,9.3,1007.1,1.0,5.0,6.0,2.0,1.0,1.0,6.0
85.0,212.78752,49.316032,42.39659,21.674574,1173.008,24.0,82.0,9.3,1007.0,1.0,6.0,6.0,2.0,1.0,1.0,6.0
94.686,250.032,55.041428,32.172855,16.511429,1275.0,24.1,83.0,0.0,1006.6,1.0,6.0,6.0,2.0,1.0,1.0,6.0
86.722305,199.67667,48.7625,18.313076,14.895,1150.909,23.6,83.0,0.0,1006.8,1.0,6.0,6.0,2.0,1.0,1.0,6.0
85.7125,196.71584,55.85818,17.194166,14.606363,1300.0,23.1,84.0,0.0,1007.0,1.0,6.0,6.0,2.0,1.0,1.0,6.0
88.54667,206.85,43.474,15.278,21.467606,856.0,22.9,89.0,0.0,1006.9,1.0,6.0,6.0,2.0,1.0,1.0,6.0
80.0,210.92166,48.100594,43.072235,21.498383,1130.0884,23.4,80.0,1.8,1007.8,1.0,6.0,6.0,2.0,1.0,1.0,6.0
91.98333,201.67223,55.427,23.093636,13.656,1205.7142,23.3,83.0,0.0,1008.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
94.7,202.68474,48.636578,11.29975,13.6,975.2941,25.5,71.0,7.6,1008.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
98.02917,187.28528,45.909256,11.200417,12.82891,1058.2354,27.3,65.0,9.4,1009.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
102.14148,190.35815,46.9993,10.786,12.499743,1028.1372,31.3,52.0,11.2,1009.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
102.51583,187.37694,45.19737,11.6505,13.946923,1115.0,33.3,44.0,11.2,1007.1,5.0,6.0,6.0,2.0,1.0,1.0,6.0
103.91098,220.79509,47.50579,11.035614,17.84641,1209.1666,34.3,41.0,11.2,1006.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
98.75647,220.7325,51.041843,20.80375,16.974615,1187.6471,35.3,39.0,9.4,1005.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
111.05454,234.853,49.705555,21.266,22.645,1008.8889,36.7,36.0,14.8,1003.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
143.91,273.21667,39.78857,98.62,28.476667,716.0,36.3,37.0,11.2,1005.0,5.0,6.0,6.0,1.0,2.0,1.0,6.0
115.94215,251.62077,41.7825,60.166153,33.611668,1051.5385,35.3,39.0,11.2,1004.0,5.0,6.0,6.0,2.0,2.0,1.0,6.0
143.79,224.83,17.16,93.65,21.030298,530.0,33.9,44.0,11.2,1002.8,5.0,6.0,6.0,1.0,2.0,1.0,6.0
89.0,207.67464,48.62052,42.078632,20.926043,1097.4423,32.3,49.0,7.6,1004.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
70.5675,188.62572,25.582857,90.09857,13.565,871.4286,29.4,59.0,1.8,1004.6,1.0,5.0,6.0,1.0,2.0,1.0,6.0
58.3825,146.76334,9.896667,61.446667,21.046253,510.0,27.5,69.0,3.6,1004.4,1.0,5.0,5.0,1.0,2.0,1.0,5.0
64.45167,163.41429,31.491667,95.37111,17.484375,960.0,26.6,72.0,0.0,1005.2,1.0,5.0,6.0,1.0,2.0,1.0,6.0
57.96219,171.89206,42.514168,68.32632,14.924231,927.5,25.8,75.0,1.8,1005.5,1.0,5.0,6.0,2.0,2.0,1.0,6.0
73.013336,206.38518,63.2225,40.829205,13.470222,1231.5741,24.7,80.0,0.0,1005.3,1.0,5.0,6.0,2.0,1.0,1.0,6.0
81.734726,250.77518,75.53324,19.394035,13.032821,1629.7059,24.4,81.0,1.8,1005.5,1.0,6.0,6.0,2.0,1.0,1.0,6.0
62.59,162.79,42.43,11.95,20.793901,480.0,23.9,82.0,1.8,1005.3,1.0,5.0,6.0,2.0,1.0,1.0,6.0
89.0,206.76862,47.5657,42.45019,20.856777,1094.7344,23.5,83.0,0.0,1004.6,1.0,6.0,6.0,2.0,1.0,1.0,6.0
93.0,206.58444,47.36269,42.724686,20.933222,1089.881,23.0,84.0,0.0,1004.9,1.0,6.0,6.0,2.0,1.0,1.0,6.0
70.795,154.02,16.09,4.66,21.027058,620.0,22.6,85.0,0.0,1005.2,1.0,5.0,6.0,1.0,1.0,1.0,6.0
97.22,224.20116,53.147144,18.191,16.706923,1527.6923,22.5,91.0,0.0,1005.1,1.0,6.0,6.0,2.0,1.0,1.0,6.0
124.0275,241.975,50.084,10.875,21.117336,1097.0,23.0,82.0,0.0,1006.1,1.0,6.0,6.0,2.0,1.0,1.0,6.0
143.5,250.4,54.68,15.775,37.54,520.0,22.3,88.0,0.0,1007.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
114.3575,212.93462,55.665833,13.040334,17.070833,1611.9231,24.1,81.0,3.6,1006.7,5.0,6.0,6.0,2.0,1.0,1.0,6.0
138.0263,233.59593,55.427597,10.967892,14.5633335,1492.0098,26.3,69.0,5.4,1007.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
129.92181,244.44,51.241547,21.089762,15.690909,1527.5,31.3,52.0,0.0,1007.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
135.634,248.99167,51.4849,17.49287,14.936429,1678.0209,33.7,44.0,3.6,1005.1,5.0,6.0,6.0,2.0,1.0,1.0,6.0
135.12,269.19666,45.16,9.166667,20.830717,1390.0,35.3,41.0,3.6,1005.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
89.43609,210.33772,47.453594,41.426258,20.830717,1111.4056,35.3,41.0,3.6,1004.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
89.51675,210.05157,47.757023,41.137962,21.019806,1120.1752,36.3,38.0,3.6,1002.1,5.0,6.0,6.0,2.0,1.0,1.0,6.0
134.0,208.78397,47.50836,40.823742,20.9452,1116.6052,36.3,37.0,0.0,1002.1,1.0,6.0,6.0,2.0,1.0,1.0,6.0
134.0,207.61253,47.620728,40.4816,20.9452,1120.6139,35.3,41.0,3.6,1003.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
147.0,207.61253,47.895103,39.877396,20.907822,1120.6139,33.7,47.0,0.0,1001.4,5.0,6.0,6.0,2.0,1.0,1.0,6.0
