pm25,pm10,no2,o3,so2,co,temp,rhum,wspd,pres,coco,pm25_AQI,pm10_AQI,no2_AQI,o3_AQI,so2_AQI,overall_AQI
305.08084,484.122,27.138,6.931,19.481054,2128.0,14.9,100.0,5.4,1016.1,5.0,6.0,6.0,1.0,1.0,1.0,6.0
192.5,0.0,0.0,0.0,0.0,0.0,14.5,97.0,1.8,1017.2,5.0,6.0,1.0,1.0,1.0,1.0,6.0
311.061,491.34894,49.80143,42.7205,54.17,1928.6666,14.9,94.0,1.8,1018.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
291.55612,464.39682,49.547543,42.84619,8.600357,1918.9166,16.3,100.0,7.6,1018.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
279.40048,450.25992,51.973858,42.660633,8.371072,1684.6666,18.2,81.0,3.7,1018.4,5.0,6.0,6.0,2.0,1.0,1.0,6.0
235.93723,417.61884,42.216873,48.19,9.056364,1597.6471,21.3,69.0,5.5,1018.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
299.84644,420.86078,61.958847,63.243572,8.43,1897.0834,23.7,66.0,9.4,1018.3,5.0,6.0,6.0,2.0,2.0,1.0,6.0
260.92154,400.18,75.184166,33.68091,10.087273,1660.909,25.6,53.0,9.3,1017.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
243.3423,396.34167,59.07,44.136818,9.692083,1535.0,26.9,48.0,9.3,1016.3,1.0,6.0,6.0,2.0,1.0,1.0,6.0
321.03583,312.36636,65.33591,51.8775,10.701,1815.5555,27.5,58.0,3.6,1015.2,1.0,6.0,6.0,2.0,2.0,1.0,6.0
304.54214,348.65308,73.47615,46.9725,12.681666,1842.5,26.0,56.0,9.3,1015.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
232.12119,396.5835,52.84725,55.92775,15.733077,1561.3889,25.1,61.0,5.5,1015.6,5.0,6.0,6.0,2.0,2.0,1.0,6.0
212.8075,357.92325,48.787045,65.34909,13.380714,1519.2858,23.9,79.0,0.0,1015.4,5.0,6.0,6.0,2.0,2.0,1.0,6.0
192.96428,322.10706,39.84492,69.55873,12.981875,1396.6666,22.1,74.0,0.0,1016.1,5.0,6.0,6.0,1.0,2.0,1.0,6.0
197.235,307.91196,39.115,60.562893,10.0925,1569.7222,20.0,82.0,0.0,1016.7,5.0,6.0,6.0,1.0,2.0,1.0,6.0
179.802,260.8875,-9.77,42.5975,18.450363,1392.5,18.7,90.0,0.0,1017.3,5.0,6.0,6.0,1.0,1.0,1.0,6.0
217.0,379.5478,61.45197,46.49452,15.239498,2112.722,17.6,93.0,0.0,1017.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
180.67676,338.09906,68.999,21.05125,7.39,1899.6666,17.0,94.0,0.0,1017.8,5.0,6.0,6.0,2.0,1.0,1.0,6.0
193.11523,369.89572,82.670715,28.655,11.498667,2968.8096,16.7,93.0,0.0,1017.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
220.31274,424.2566,80.56917,23.14842,17.27875,4004.1667,15.9,96.0,0.0,1017.8,5.0,6.0,6.0,2.0,1.0,1.0,6.0
206.68124,398.22427,40.43714,6.452857,27.5,3792.8572,15.4,97.0,0.0,1017.6,5.0,6.0,6.0,1.0,1.0,1.0,6.0
245.75288,455.9381,80.88265,18.50884,16.6825,4231.591,14.7,100.0,0.0,1016.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
235.84714,415.00333,27.448334,7.181667,15.222019,3426.6667,14.6,99.0,0.0,1016.8,5.0,6.0,6.0,1.0,1.0,1.0,6.0
303.24286,395.66666,85.746666,70.933334,15.025,3927.5,14.5,97.0,0.0,1017.0,5.0,6.0,6.0,2.0,2.0,1.0,6.0
243.886,412.7308,57.207104,37.80325,20.857307,3576.842,12.7,100.0,0.0,1017.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
256.74786,415.48593,56.60649,53.371178,19.79282,3271.7593,14.6,96.0,0.0,1017.9,5.0,6.0,6.0,2.0,2.0,1.0,6.0
298.5,390.66666,48.7,7.9333334,10.8,1833.3334,14.7,96.0,0.0,1018.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
244.3725,402.43332,53.320667,43.945625,11.955556,3030.6667,14.1,97.0,0.0,1019.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
244.58842,378.4425,48.34083,38.193684,12.235416,2425.0,17.8,80.0,1.8,1019.1,5.0,6.0,6.0,2.0,1.0,1.0,6.0
237.67421,366.4564,42.998234,41.019722,10.457273,2250.2942,21.1,69.0,1.8,1018.8,5.0,6.0,6.0,2.0,1.0,1.0,6.0
248.06134,350.13214,57.938667,53.076,10.798667,2324.2856,24.7,62.0,3.6,1018.7,5.0,6.0,6.0,2.0,2.0,1.0,6.0
214.40207,334.03665,43.25287,38.28575,10.917916,2347.2222,25.7,57.0,3.7,1017.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
217.81793,389.01218,56.264,29.75373,10.153461,2263.0833,27.1,53.0,3.7,1016.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
219.23584,429.28183,71.342,8.926818,11.0475,2011.0,28.5,49.0,3.6,1014.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
259.46106,411.96722,89.31706,56.67,20.795454,1830.0,27.3,54.0,1.8,1014.9,5.0,6.0,6.0,2.0,2.0,1.0,6.0
192.95334,319.77728,60.864544,65.57455,27.9325,1440.0,26.0,61.0,1.8,1015.0,5.0,6.0,6.0,2.0,2.0,1.0,6.0
172.93916,287.5747,51.06147,71.763336,28.182,1432.7778,26.3,61.0,0.0,1014.7,5.0,6.0,6.0,2.0,2.0,1.0,6.0
150.68333,249.33376,43.71125,120.825,21.175,1478.75,22.6,76.0,0.0,1015.5,5.0,6.0,6.0,2.0,3.0,1.0,6.0
120.82,228.24777,22.284445,52.918,8.933333,1163.3334,20.5,83.0,0.0,1015.9,5.0,6.0,6.0,1.0,2.0,1.0,6.0
118.48286,220.59175,32.06763,84.8655,14.522693,1047.8948,16.9,96.0,0.0,1016.5,5.0,6.0,6.0,1.0,2.0,1.0,6.0
106.781,214.856,23.952223,43.445,21.5,1007.7778,16.5,96.0,0.0,1016.7,1.0,6.0,6.0,1.0,1.0,1.0,6.0
108.00786,262.87,77.24308,45.56214,10.346154,1916.6666,16.2,96.0,0.0,1016.8,1.0,6.0,6.0,2.0,1.0,1.0,6.0
117.648575,282.76,36.148335,10.825,13.9569435,2646.6667,14.9,96.0,0.0,1017.0,5.0,6.0,6.0,1.0,1.0,1.0,6.0
141.44675,368.86224,79.83237,20.11925,14.158077,3278.4211,15.3,97.0,0.0,1016.8,5.0,6.0,6.0,2.0,1.0,1.0,6.0
172.54417,402.81058,84.91882,17.753056,19.467,4504.4116,14.8,99.0,0.0,1016.7,5.0,6.0,6.0,2.0,1.0,1.0,6.0
209.41167,447.5695,78.397896,19.0175,17.672693,4854.737,13.5,97.0,0.0,1016.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
221.27238,441.65057,73.51789,20.472834,19.611666,4350.965,13.5,100.0,0.0,1016.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
234.60735,440.73764,63.823437,12.867059,20.942,4772.8125,13.4,99.0,0.0,1016.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
241.4745,446.97028,66.8325,22.476053,17.64077,4587.5,12.7,97.0,0.0,1016.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
224.705,393.622,25.792,6.556,14.546225,3784.0,13.7,98.0,0.0,1016.8,5.0,6.0,6.0,1.0,1.0,1.0,6.0
219.32666,374.43356,71.31625,43.438927,21.896818,3618.0,14.0,98.0,0.0,1017.3,5.0,6.0,6.0,2.0,1.0,1.0,6.0
202.335,312.4091,40.493637,53.31273,17.874,3541.818,12.9,97.0,0.0,1017.4,5.0,6.0,6.0,1.0,2.0,1.0,6.0
202.74911,327.86362,49.57088,47.803055,26.355455,3202.647,16.9,81.0,0.0,1017.1,5.0,6.0,6.0,2.0,1.0,1.0,6.0
217.14725,343.8365,49.154167,39.977016,23.357222,3069.4443,21.0,67.0,1.8,1016.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
237.0834,394.03992,49.36714,29.525,22.155,2983.0159,26.1,54.0,0.0,1015.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
244.38118,396.4775,64.88812,24.201765,24.095833,3145.3333,26.2,53.0,1.8,1015.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
249.90143,431.025,29.24,6.1516666,15.684489,4020.0,27.4,49.0,3.7,1014.4,5.0,6.0,6.0,1.0,1.0,1.0,6.0
343.0,361.5023,54.506668,42.13018,15.759755,2345.7053,29.9,37.0,9.4,1012.8,5.0,6.0,6.0,2.0,1.0,1.0,6.0
249.0,593.0,7.0,1.9,21.9,2357.152,28.6,43.0,5.5,1012.8,1.0,6.0,6.0,1.0,1.0,1.0,6.0
214.6355,412.58316,76.93833,59.21895,21.506666,1741.579,27.2,51.0,3.7,1012.8,1.0,6.0,6.0,2.0,2.0,1.0,6.0
173.40715,322.3443,92.825,73.49762,19.558,1321.6666,25.3,63.0,0.0,1012.3,1.0,6.0,6.0,3.0,2.0,1.0,6.0
136.655,258.84,20.684,49.026,16.057585,1434.0,23.7,66.0,0.0,1013.3,1.0,6.0,6.0,1.0,1.0,1.0,6.0
128.72,213.96,15.23,17.58,15.8291,1120.0,21.5,74.0,0.0,1013.8,1.0,6.0,6.0,1.0,1.0,1.0,6.0
88.92895,202.22806,33.316387,63.79028,18.203077,842.5,18.3,90.0,0.0,1014.0,1.0,6.0,6.0,1.0,2.0,1.0,6.0
129.19714,189.88762,58.45643,37.020954,11.377143,1235.4762,17.8,90.0,0.0,1014.3,1.0,6.0,6.0,2.0,1.0,1.0,6.0
82.44334,233.92455,40.859,14.045,14.275,1417.0,17.4,90.0,0.0,1014.6,1.0,6.0,6.0,1.0,1.0,1.0,6.0
104.3765,312.2535,69.159,36.10262,12.770385,2476.75,16.1,93.0,0.0,1014.9,1.0,6.0,6.0,2.0,1.0,1.0,6.0
136.40125,359.61176,73.75925,24.209524,15.846154,3260.25,16.5,91.0,0.0,1014.8,5.0,6.0,6.0,2.0,1.0,1.0,6.0
173.11024,409.43762,74.969765,12.858409,18.261429,3598.3333,16.0,92.0,0.0,1014.7,5.0,6.0,6.0,2.0,1.0,1.0,6.0
173.75894,400.3734,76.202774,11.481052,16.039167,3418.0557,14.3,97.0,0.0,1014.4,5.0,6.0,6.0,2.0,1.0,1.0,6.0
173.96445,307.1625,88.458885,19.303333,17.54375,3500.0,14.4,96.0,0.0,1014.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
162.5323,347.46918,41.78182,7.7291665,8.236,2295.4546,14.4,96.0,0.0,1014.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
209.09306,358.17096,55.0627,7.2,15.843218,2380.5642,13.5,100.0,0.0,1014.3,5.0,6.0,6.0,2.0,1.0,1.0,6.0
142.4637,259.31296,56.690475,34.05237,14.407333,1999.5238,14.6,94.0,0.0,1015.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
131.43929,245.75192,36.75458,17.208076,83.903336,1569.6154,14.7,94.0,0.0,1015.9,5.0,6.0,6.0,1.0,1.0,1.0,6.0
127.46,219.31334,59.131332,32.995335,10.467857,1483.5714,15.5,97.0,0.0,1016.7,5.0,6.0,6.0,2.0,1.0,1.0,6.0
128.1808,224.01819,44.96765,27.868624,9.284048,1669.762,18.7,80.0,1.8,1016.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
132.25978,227.00818,45.284046,30.594545,10.987857,1503.8096,22.0,66.0,3.7,1016.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
136.006,203.65334,53.837,63.042,10.9366665,1712.0,24.7,48.0,7.6,1016.5,1.0,6.0,6.0,2.0,2.0,1.0,6.0
129.3212,218.614,38.83472,31.35275,10.37625,1609.7368,26.2,50.0,5.5,1015.1,1.0,6.0,6.0,1.0,1.0,1.0,6.0
154.01875,260.21262,52.953636,42.43,11.304375,1632.381,27.3,46.0,5.5,1014.2,1.0,6.0,6.0,2.0,1.0,1.0,6.0
134.0,346.99298,54.823303,37.195583,16.46108,2343.0198,28.9,45.0,7.6,1012.8,1.0,6.0,6.0,2.0,1.0,1.0,6.0
131.89626,248.01428,49.701427,19.744286,20.174286,994.6,27.7,51.0,5.5,1012.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
142.06216,278.01157,64.94823,23.104696,27.285133,1245.1624,26.5,57.0,3.7,1013.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
112.28,273.282,54.72,18.545,36.1325,1253.0,25.9,62.0,0.0,1013.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
91.51556,210.39667,43.26588,37.92235,31.116364,999.41174,23.1,71.0,0.0,1013.7,5.0,6.0,6.0,2.0,1.0,1.0,6.0
83.0,344.23032,55.502808,35.135044,17.04063,2347.6829,21.0,78.0,0.0,1014.3,5.0,6.0,6.0,2.0,1.0,1.0,6.0
72.86889,155.44438,50.463333,67.32889,12.114445,1176.1111,18.5,88.0,0.0,1014.8,5.0,5.0,6.0,2.0,2.0,1.0,6.0
76.46937,180.5565,44.958168,36.826668,14.027976,1136.5834,18.0,88.0,0.0,1015.1,1.0,6.0,6.0,2.0,1.0,1.0,6.0
82.45982,222.50166,54.54647,21.370926,14.779091,1459.2157,17.6,89.0,0.0,1015.3,1.0,6.0,6.0,2.0,1.0,1.0,6.0
194.82251,341.9802,54.95076,35.634567,16.979885,2323.07,15.9,93.0,0.0,1015.7,1.0,6.0,6.0,2.0,1.0,1.0,6.0
194.85089,341.9032,54.500195,35.831406,16.982271,2307.3435,16.6,91.0,0.0,1015.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
145.27715,326.97427,84.88143,28.57,21.36,3457.1428,16.1,93.0,0.0,1015.3,5.0,6.0,6.0,2.0,1.0,1.0,6.0
154.6345,340.20776,62.79842,22.59425,15.25,2719.7368,14.1,97.0,0.0,1015.7,5.0,6.0,6.0,2.0,1.0,1.0,6.0
137.4431,283.01575,55.357,23.275,14.414286,3016.0527,14.0,97.0,0.0,1015.7,5.0,6.0,6.0,2.0,1.0,1.0,6.0
131.29382,274.77084,49.80412,22.188334,11.647273,2691.1765,14.0,96.0,0.0,1015.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
133.5,210.5,58.65,10.25,20.4,1600.0,13.7,97.0,0.0,1015.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
135.20316,229.59921,43.476387,29.610882,11.230833,2089.7222,14.4,94.0,0.0,1016.1,5.0,6.0,6.0,2.0,1.0,1.0,6.0
133.67941,211.25912,39.051876,39.71361,11.526667,2031.7858,14.9,93.0,0.0,1016.6,5.0,6.0,6.0,1.0,1.0,1.0,6.0
110.88625,177.97571,20.525,8.34,16.825377,2012.8572,14.9,97.0,0.0,1016.8,5.0,6.0,6.0,1.0,1.0,1.0,6.0
99.999374,182.42941,34.167057,11.188824,6.7972727,1410.625,18.2,80.0,1.8,1016.5,5.0,6.0,6.0,1.0,1.0,1.0,6.0
109.19767,187.8571,35.898685,35.848835,10.207949,1458.7963,21.6,67.0,3.7,1016.2,5.0,6.0,6.0,1.0,1.0,1.0,6.0
121.057304,195.6635,40.374912,34.88875,9.513461,1656.8422,23.5,68.0,0.0,1015.9,5.0,6.0,6.0,1.0,1.0,1.0,6.0
123.0775,199.33316,40.829212,33.08925,12.9023075,1831.3889,25.8,54.0,5.5,1014.7,5.0,6.0,6.0,1.0,1.0,1.0,6.0
136.29584,263.05676,43.024117,37.38,14.360909,2073.4375,26.7,52.0,5.5,1013.4,5.0,6.0,6.0,2.0,1.0,1.0,6.0
132.98433,217.2222,64.5488,33.42263,23.543888,1610.8334,25.5,60.0,3.6,1012.4,5.0,6.0,6.0,2.0,1.0,1.0,6.0
147.76572,268.12668,47.56,7.258333,17.139523,1615.0,26.4,53.0,3.7,1012.1,2.0,6.0,6.0,2.0,1.0,1.0,6.0
177.64778,291.35,110.69125,42.25,11.596666,1938.3334,25.5,59.0,3.7,1012.2,2.0,6.0,6.0,3.0,1.0,1.0,6.0
164.2593,363.5423,79.333336,11.748462,22.193333,1611.6666,23.3,68.0,0.0,1012.6,2.0,6.0,6.0,2.0,1.0,1.0,6.0
227.99,316.80453,134.72182,29.147272,20.35909,1907.0,22.9,71.0,1.8,1012.8,2.0,6.0,6.0,4.0,1.0,1.0,6.0
149.06613,307.46976,76.02262,31.536137,29.713,1403.5714,21.3,78.0,1.8,1013.3,2.0,6.0,6.0,2.0,1.0,1.0,6.0
127.58632,272.92,65.925,40.76618,66.91045,1298.2354,18.5,92.0,0.0,1014.4,2.0,6.0,6.0,2.0,1.0,1.0,6.0
126.67426,287.77863,70.908646,38.626175,17.356667,1462.3959,18.4,90.0,1.8,1014.4,3.0,6.0,6.0,2.0,1.0,1.0,6.0
102.58583,253.84409,50.688,8.7472725,11.975,1545.0,18.3,89.0,1.8,1014.5,3.0,6.0,6.0,2.0,1.0,1.0,6.0
121.07706,309.19446,78.46764,34.607224,12.994545,2216.4707,18.7,88.0,7.6,1014.2,3.0,6.0,6.0,2.0,1.0,1.0,6.0
167.49986,308.91977,55.535774,32.510033,18.221048,2297.1897,17.7,90.0,3.7,1014.3,3.0,6.0,6.0,2.0,1.0,1.0,6.0
167.0693,307.90494,55.707348,32.80281,18.105062,2279.998,17.2,93.0,3.7,1014.1,5.0,6.0,6.0,2.0,1.0,1.0,6.0
166.19504,306.20343,55.417976,32.965244,18.12307,2257.3052,18.1,90.0,0.0,1013.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
165.41243,304.9383,55.743206,33.261604,18.12307,2243.548,17.1,96.0,1.8,1013.9,4.0,6.0,6.0,2.0,1.0,1.0,6.0
163.84618,303.8709,55.390224,32.823563,18.162788,2223.501,17.3,93.0,1.8,1013.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
162.92618,302.57495,55.368595,32.764977,18.127794,2207.1956,18.3,92.0,0.0,1013.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
161.83522,301.2146,55.35368,32.519665,18.105886,2194.2131,17.3,94.0,1.8,1014.7,5.0,6.0,6.0,2.0,1.0,1.0,6.0
160.2274,300.12372,55.434822,32.815887,18.203299,2198.6685,17.1,96.0,1.8,1015.4,5.0,6.0,6.0,2.0,1.0,1.0,6.0
159.22568,298.86063,55.460922,32.680157,18.287727,2188.2686,18.3,98.0,0.0,1015.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
158.1972,297.86584,55.549923,32.61209,18.370636,2185.272,18.8,90.0,3.7,1016.1,5.0,6.0,6.0,2.0,1.0,1.0,6.0
157.22798,296.99762,55.708805,32.506996,18.480543,2184.4382,20.1,85.0,3.7,1016.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
156.10658,296.3164,55.680218,32.246628,18.58874,2182.622,21.3,80.0,7.6,1016.8,5.0,6.0,6.0,2.0,1.0,1.0,6.0
155.37788,295.82654,55.84161,32.1692,18.698322,2180.4563,22.3,75.0,3.7,1015.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
154.58751,294.6004,55.836052,32.200573,18.82216,2179.3545,23.1,70.0,3.7,1014.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
153.75868,292.80466,55.629307,32.506805,18.936493,2181.6296,22.9,72.0,7.6,1014.5,5.0,6.0,6.0,2.0,1.0,1.0,6.0
152.38593,291.19434,55.17407,32.18463,18.908749,2186.4465,22.8,72.0,3.7,1013.8,5.0,6.0,6.0,2.0,1.0,1.0,6.0
151.85214,290.8028,55.096115,31.733416,18.772024,2196.8137,22.2,76.0,1.8,1014.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
151.57098,290.84763,55.152153,31.18506,18.627254,2207.575,19.7,94.0,7.6,1014.6,5.0,6.0,6.0,2.0,1.0,1.0,6.0
151.58298,291.43234,55.313293,29.940062,18.587446,2217.9866,20.2,85.0,1.8,1014.7,5.0,6.0,6.0,2.0,1.0,1.0,6.0
152.00438,292.33496,55.785133,29.616428,18.740686,2233.2715,18.7,91.0,0.0,1015.3,5.0,6.0,6.0,2.0,1.0,1.0,6.0
152.46997,293.37473,56.128864,28.827156,18.80872,2250.7034,16.3,96.0,0.0,1016.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
153.11346,294.52942,56.60205,28.615303,18.764599,2269.2546,16.2,94.0,0.0,1016.3,5.0,6.0,6.0,2.0,1.0,1.0,6.0
153.75784,295.00195,56.293976,28.366085,18.904907,2274.597,16.0,93.0,0.0,1016.4,5.0,6.0,6.0,2.0,1.0,1.0,6.0
154.28116,295.18744,56.599213,28.627892,18.904907,2268.8728,14.5,100.0,3.6,1016.8,5.0,6.0,6.0,2.0,1.0,1.0,6.0
154.4699,294.054,56.24178,28.756811,18.985361,2253.0984,15.5,92.0,1.8,1016.3,5.0,6.0,6.0,2.0,1.0,1.0,6.0
154.20013,292.35464,55.7937,28.9261,18.977058,2217.3633,15.0,94.0,1.8,1016.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
153.3636,289.89093,55.434906,29.080921,18.99994,2174.8252,13.5,100.0,3.6,1015.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
152.31885,287.44318,55.14324,29.217558,18.989017,2139.1506,13.2,100.0,3.7,1015.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
151.03308,284.93018,55.000946,29.481276,18.953508,2095.2563,13.0,99.0,3.7,1015.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
149.5975,282.2295,54.803753,29.596115,18.97782,2053.015,14.9,100.0,3.6,1015.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
148.3861,280.3415,55.295475,29.980116,18.97782,2023.1703,13.1,96.0,3.7,1016.4,5.0,6.0,6.0,2.0,1.0,1.0,6.0
147.22314,278.7192,55.019257,29.752,18.922743,1995.1908,13.5,93.0,3.7,1016.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
146.30461,278.12814,55.274094,29.345781,18.942911,1967.5725,14.3,100.0,5.4,1017.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
145.34792,277.24002,55.375935,29.02197,18.797567,1945.1166,16.1,88.0,7.4,1017.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
144.11,276.02917,55.48906,28.826344,18.706375,1924.2958,17.8,78.0,11.1,1017.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
142.47888,273.84378,55.60243,28.81364,18.635994,0.0,19.5,68.0,11.2,1016.7,5.0,6.0,6.0,2.0,1.0,1.0,6.0
140.65921,271.52994,55.427227,28.899046,18.522247,1844.974,20.2,62.0,13.0,1015.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
155.0,268.46274,55.930824,29.328241,18.522247,1803.1465,20.9,56.0,14.8,1014.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
156.5,327.0,55.930824,29.328241,18.522247,1803.1465,21.5,54.0,11.2,1014.3,5.0,6.0,6.0,2.0,1.0,1.0,6.0
146.0,263.34735,21.3,17.7,7.0,1803.1465,20.8,58.0,9.3,1014.1,1.0,6.0,6.0,1.0,1.0,1.0,6.0
130.0,260.42117,55.799305,29.057266,18.141727,1804.3538,20.1,62.0,7.4,1013.9,1.0,6.0,6.0,2.0,1.0,1.0,6.0
89.0,259.1827,55.058792,28.185888,18.110939,1814.0074,17.9,70.0,5.4,1014.0,1.0,6.0,6.0,2.0,1.0,1.0,6.0
65.0,259.1897,55.76032,27.769085,18.110939,1821.7627,17.8,71.0,3.7,1014.3,1.0,5.0,6.0,2.0,1.0,1.0,6.0
62.0,260.132,56.6047,27.977026,18.110939,1836.3828,16.2,77.0,1.8,1014.8,1.0,5.0,6.0,2.0,1.0,1.0,6.0
45.0,261.36398,57.100197,27.230917,18.108892,1857.5292,14.3,93.0,3.6,1015.6,5.0,4.0,6.0,2.0,1.0,1.0,6.0
36.0,262.91782,57.070713,27.022617,18.261887,1871.0521,13.8,92.0,3.7,1015.8,1.0,4.0,6.0,2.0,1.0,1.0,6.0
42.0,263.5621,57.430973,27.304739,18.354605,1881.1422,13.2,93.0,1.8,1015.9,1.0,4.0,6.0,2.0,1.0,1.0,6.0
45.0,262.45547,57.16443,27.109232,18.487562,1867.6056,12.1,99.0,0.0,1016.7,1.0,4.0,6.0,2.0,1.0,1.0,6.0
70.0,260.19604,56.7785,27.175135,18.551987,1835.2185,12.2,94.0,1.8,1016.0,5.0,5.0,6.0,2.0,1.0,1.0,6.0
83.0,256.64267,56.345375,27.508081,18.559252,1793.2396,11.8,96.0,1.8,1015.8,5.0,6.0,6.0,2.0,1.0,1.0,6.0
97.0,253.13704,55.86105,27.889677,18.623869,1753.61,11.3,100.0,0.0,1016.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
90.0,251.78639,55.046104,28.0991,18.652292,1709.9502,10.9,100.0,0.0,1016.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
85.0,249.333,55.38621,28.608349,18.933813,1694.9373,10.5,100.0,1.8,1016.2,5.0,6.0,6.0,2.0,1.0,1.0,6.0
99.0,249.333,55.38621,29.15728,18.933813,1694.9373,11.1,100.0,0.0,1016.4,5.0,6.0,6.0,2.0,1.0,1.0,6.0
86.0,249.07036,55.35189,29.028461,19.05955,1686.9219,10.4,98.0,1.8,1016.9,5.0,6.0,6.0,2.0,1.0,1.0,6.0
90.0,249.16005,55.85452,29.347933,17.20687,1690.0923,10.7,95.0,1.8,1017.7,5.0,6.0,6.0,2.0,1.0,1.0,6.0
99.0,249.98912,55.763496,29.246614,17.405077,1695.829,11.3,90.0,7.6,1019.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0
64.0,90.0,27.566668,32.9,9.433333,833.3333,13.1,86.0,3.7,1018.5,5.0,5.0,4.0,1.0,1.0,1.0,5.0
73.351,122.01225,19.691053,54.39625,7.4763637,564.7059,15.2,75.0,7.4,1018.5,5.0,5.0,5.0,1.0,2.0,1.0,5.0
79.36677,123.98906,18.443,65.87312,8.085556,644.0,16.9,57.0,7.6,1019.5,1.0,6.0,5.0,1.0,2.0,1.0,6.0
95.836914,145.32645,30.881578,49.333668,10.051042,823.9474,18.2,61.0,9.3,1017.5,1.0,6.0,5.0,1.0,1.0,1.0,6.0
97.475716,161.445,28.11079,44.21375,11.11,763.6842,19.0,56.0,9.3,1016.5,1.0,6.0,6.0,1.0,1.0,1.0,6.0
95.85545,154.438,27.632273,84.57818,13.464,897.0,19.9,52.0,11.1,1015.5,1.0,6.0,6.0,1.0,2.0,1.0,6.0
69.53763,133.79167,22.364445,61.552105,12.081969,805.0926,18.4,57.0,7.4,1015.6,1.0,5.0,5.0,1.0,2.0,1.0,5.0
70.911156,136.03477,27.642954,62.621376,15.855333,893.48486,17.9,61.0,3.7,1015.6,1.0,5.0,5.0,1.0,2.0,1.0,5.0
71.407104,142.1759,28.41942,65.70205,14.434479,915.1515,17.4,65.0,1.8,1015.5,1.0,5.0,5.0,1.0,2.0,1.0,5.0
73.121315,144.78555,29.64,80.503334,11.2508335,866.4706,15.7,72.0,1.8,1016.1,1.0,5.0,5.0,1.0,2.0,1.0,5.0
66.7107,138.04086,26.008993,171.95103,10.531667,706.99274,14.0,81.0,0.0,1016.7,1.0,5.0,5.0,1.0,4.0,1.0,5.0
58.397434,125.72646,23.636215,64.37511,10.192291,691.2319,12.7,90.0,0.0,1017.6,5.0,5.0,5.0,1.0,2.0,1.0,5.0
61.05509,122.989716,30.960606,56.916077,9.863205,708.5573,11.8,91.0,0.0,1017.6,5.0,5.0,5.0,1.0,2.0,1.0,5.0
61.700962,130.1458,32.398205,52.349266,8.887,737.06665,11.2,92.0,0.0,1017.9,5.0,5.0,5.0,1.0,2.0,1.0,5.0
